DATE,STATION,TOWN,PLACE,HSUN,RADMAX,RADAVG
2000-03-02,TP42,Torre Pacheco,Torre Blanca,9.0,631.0,164.96
2000-04-02,TP42,Torre Pacheco,Torre Blanca,9.0,619.0,162.54
2000-05-02,TP42,Torre Pacheco,Torre Blanca,9.0,668.0,169.79
2000-06-02,TP42,Torre Pacheco,Torre Blanca,9.0,659.0,172.63
2000-08-02,TP42,Torre Pacheco,Torre Blanca,9.0,641.0,170.88
2000-09-02,TP42,Torre Pacheco,Torre Blanca,9.0,656.0,173.5
2000-10-02,TP42,Torre Pacheco,Torre Blanca,9.0,602.0,170.92
2000-11-02,TP42,Torre Pacheco,Torre Blanca,9.0,641.0,170.04
2000-02-13,TP42,Torre Pacheco,Torre Blanca,9.0,643.0,166.88
2000-02-15,TP42,Torre Pacheco,Torre Blanca,9.0,661.0,181.71
2000-02-16,TP42,Torre Pacheco,Torre Blanca,9.0,646.0,172.58
2000-02-17,TP42,Torre Pacheco,Torre Blanca,9.0,723.0,195.63
2000-02-18,TP42,Torre Pacheco,Torre Blanca,9.0,696.0,194.25
2000-02-19,TP42,Torre Pacheco,Torre Blanca,9.0,721.0,201.08
2000-02-20,TP42,Torre Pacheco,Torre Blanca,9.0,715.0,198.83
2000-02-22,TP42,Torre Pacheco,Torre Blanca,9.0,683.0,181.96
2000-02-23,TP42,Torre Pacheco,Torre Blanca,9.0,671.0,165.75
2000-02-24,TP42,Torre Pacheco,Torre Blanca,10.0,724.0,204.88
2000-02-25,TP42,Torre Pacheco,Torre Blanca,9.0,733.0,200.54
2000-02-26,TP42,Torre Pacheco,Torre Blanca,9.0,603.0,152.42
2000-02-27,TP42,Torre Pacheco,Torre Blanca,9.0,718.0,194.67
2000-02-28,TP42,Torre Pacheco,Torre Blanca,9.0,554.0,156.46
2000-01-03,TP42,Torre Pacheco,Torre Blanca,10.0,735.0,207.17
2000-02-03,TP42,Torre Pacheco,Torre Blanca,10.0,759.0,220.75
2000-03-03,TP42,Torre Pacheco,Torre Blanca,10.0,776.0,227.04
2000-04-03,TP42,Torre Pacheco,Torre Blanca,10.0,761.0,222.25
2000-05-03,TP42,Torre Pacheco,Torre Blanca,10.0,715.0,181.71
2000-06-03,TP42,Torre Pacheco,Torre Blanca,10.0,695.0,194.33
2000-07-03,TP42,Torre Pacheco,Torre Blanca,10.0,713.0,203.38
2000-08-03,TP42,Torre Pacheco,Torre Blanca,10.0,749.0,204.13
2000-09-03,TP42,Torre Pacheco,Torre Blanca,10.0,745.0,223.13
2000-10-03,TP42,Torre Pacheco,Torre Blanca,10.0,762.0,226.79
2000-11-03,TP42,Torre Pacheco,Torre Blanca,10.0,741.0,212.83
2000-12-03,TP42,Torre Pacheco,Torre Blanca,10.0,672.0,207.0
2000-03-14,TP42,Torre Pacheco,Torre Blanca,9.0,621.0,146.79
2000-03-15,TP42,Torre Pacheco,Torre Blanca,10.0,761.0,226.92
2000-03-17,TP42,Torre Pacheco,Torre Blanca,10.0,801.0,210.5
2000-03-18,TP42,Torre Pacheco,Torre Blanca,10.0,816.0,249.25
2000-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,751.0,186.71
2000-03-20,TP42,Torre Pacheco,Torre Blanca,10.0,760.0,206.33
2000-03-21,TP42,Torre Pacheco,Torre Blanca,10.0,532.0,145.0
2000-03-23,TP42,Torre Pacheco,Torre Blanca,10.0,830.0,246.21
2000-03-24,TP42,Torre Pacheco,Torre Blanca,10.0,785.0,238.17
2000-03-25,TP42,Torre Pacheco,Torre Blanca,10.0,854.0,230.96
2000-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,864.0,235.21
2000-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,748.0,234.71
2000-03-29,TP42,Torre Pacheco,Torre Blanca,10.0,592.0,186.33
2000-03-30,TP42,Torre Pacheco,Torre Blanca,10.0,861.0,261.42
2000-03-31,TP42,Torre Pacheco,Torre Blanca,10.0,832.0,268.17
2000-01-04,TP42,Torre Pacheco,Torre Blanca,10.0,872.0,263.58
2000-02-04,TP42,Torre Pacheco,Torre Blanca,9.0,694.0,176.79
2000-03-04,TP42,Torre Pacheco,Torre Blanca,11.0,872.0,259.67
2000-05-04,TP42,Torre Pacheco,Torre Blanca,11.0,892.0,290.83
2000-06-04,TP42,Torre Pacheco,Torre Blanca,12.0,892.0,271.79
2000-07-04,TP42,Torre Pacheco,Torre Blanca,11.0,695.0,216.33
2000-09-04,TP42,Torre Pacheco,Torre Blanca,11.0,736.0,175.38
2000-10-04,TP42,Torre Pacheco,Torre Blanca,12.0,919.0,288.83
2000-12-04,TP42,Torre Pacheco,Torre Blanca,12.0,897.0,295.83
2000-04-13,TP42,Torre Pacheco,Torre Blanca,12.0,881.0,288.08
2000-04-14,TP42,Torre Pacheco,Torre Blanca,11.0,910.0,291.67
2000-04-15,TP42,Torre Pacheco,Torre Blanca,11.0,920.0,279.33
2000-04-16,TP42,Torre Pacheco,Torre Blanca,12.0,596.0,171.96
2000-04-17,TP42,Torre Pacheco,Torre Blanca,12.0,888.0,297.5
2000-04-18,TP42,Torre Pacheco,Torre Blanca,12.0,942.0,308.5
2000-04-19,TP42,Torre Pacheco,Torre Blanca,12.0,805.0,241.38
2000-04-20,TP42,Torre Pacheco,Torre Blanca,12.0,918.0,307.88
2000-04-21,TP42,Torre Pacheco,Torre Blanca,12.0,916.0,309.88
2000-04-22,TP42,Torre Pacheco,Torre Blanca,12.0,920.0,298.04
2000-04-23,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,316.25
2000-04-24,TP42,Torre Pacheco,Torre Blanca,12.0,939.0,311.96
2000-04-25,TP42,Torre Pacheco,Torre Blanca,12.0,948.0,325.04
2000-04-26,TP42,Torre Pacheco,Torre Blanca,12.0,883.0,303.29
2000-04-28,TP42,Torre Pacheco,Torre Blanca,12.0,972.0,310.92
2000-04-29,TP42,Torre Pacheco,Torre Blanca,11.0,766.0,234.33
2000-04-30,TP42,Torre Pacheco,Torre Blanca,9.0,351.0,123.13
2000-01-05,TP42,Torre Pacheco,Torre Blanca,9.0,258.0,85.96
2000-02-05,TP42,Torre Pacheco,Torre Blanca,11.0,905.0,275.33
2000-03-05,TP42,Torre Pacheco,Torre Blanca,11.0,911.0,276.13
2000-04-05,TP42,Torre Pacheco,Torre Blanca,12.0,886.0,282.71
2000-06-05,TP42,Torre Pacheco,Torre Blanca,12.0,955.0,283.67
2000-07-05,TP42,Torre Pacheco,Torre Blanca,12.0,887.0,262.58
2000-08-05,TP42,Torre Pacheco,Torre Blanca,12.0,830.0,255.96
2000-09-05,TP42,Torre Pacheco,Torre Blanca,12.0,849.0,249.71
2000-10-05,TP42,Torre Pacheco,Torre Blanca,10.0,827.0,255.58
2000-11-05,TP42,Torre Pacheco,Torre Blanca,12.0,939.0,318.17
2000-12-05,TP42,Torre Pacheco,Torre Blanca,12.0,924.0,303.83
2000-05-13,TP42,Torre Pacheco,Torre Blanca,12.0,952.0,324.5
2000-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,929.0,311.75
2000-05-15,TP42,Torre Pacheco,Torre Blanca,12.0,963.0,325.75
2000-05-16,TP42,Torre Pacheco,Torre Blanca,12.0,734.0,223.46
2000-05-17,TP42,Torre Pacheco,Torre Blanca,12.0,935.0,320.13
2000-05-18,TP42,Torre Pacheco,Torre Blanca,12.0,948.0,319.58
2000-05-19,TP42,Torre Pacheco,Torre Blanca,12.0,939.0,305.54
2000-05-20,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,308.25
2000-05-21,TP42,Torre Pacheco,Torre Blanca,9.0,441.0,122.71
2000-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,924.0,314.67
2000-05-23,TP42,Torre Pacheco,Torre Blanca,11.0,570.0,159.0
2000-05-25,TP42,Torre Pacheco,Torre Blanca,10.0,929.0,292.38
2000-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,946.0,316.33
2000-05-27,TP42,Torre Pacheco,Torre Blanca,12.0,958.0,329.67
2000-05-28,TP42,Torre Pacheco,Torre Blanca,12.0,980.0,293.25
2000-05-29,TP42,Torre Pacheco,Torre Blanca,12.0,954.0,344.42
2000-05-30,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,345.42
2000-05-31,TP42,Torre Pacheco,Torre Blanca,12.0,965.0,346.79
2000-01-06,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,342.08
2000-02-06,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,341.46
2000-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,315.75
2000-04-06,TP42,Torre Pacheco,Torre Blanca,11.0,913.0,239.88
2000-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,303.75
2000-06-06,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,342.71
2000-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,354.79
2000-08-06,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,349.88
2000-09-06,TP42,Torre Pacheco,Torre Blanca,12.0,853.0,268.71
2000-10-06,TP42,Torre Pacheco,Torre Blanca,13.0,1008.0,369.42
2000-11-06,TP42,Torre Pacheco,Torre Blanca,12.0,1032.0,359.17
2000-12-06,TP42,Torre Pacheco,Torre Blanca,12.0,974.0,355.0
2000-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,333.17
2000-06-14,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,346.29
2000-06-15,TP42,Torre Pacheco,Torre Blanca,12.0,958.0,348.42
2000-06-16,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,356.38
2000-06-17,TP42,Torre Pacheco,Torre Blanca,12.0,994.0,364.0
2000-06-18,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,351.58
2000-06-19,TP42,Torre Pacheco,Torre Blanca,12.0,965.0,352.54
2000-06-20,TP42,Torre Pacheco,Torre Blanca,12.0,989.0,344.13
2000-06-21,TP42,Torre Pacheco,Torre Blanca,12.0,928.0,323.88
2000-06-22,TP42,Torre Pacheco,Torre Blanca,12.0,925.0,325.83
2000-06-23,TP42,Torre Pacheco,Torre Blanca,12.0,927.0,334.42
2000-06-24,TP42,Torre Pacheco,Torre Blanca,12.0,955.0,310.71
2000-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,302.46
2000-06-26,TP42,Torre Pacheco,Torre Blanca,12.0,903.0,272.71
2000-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,892.0,301.04
2000-06-28,TP42,Torre Pacheco,Torre Blanca,12.0,922.0,328.92
2000-06-29,TP42,Torre Pacheco,Torre Blanca,12.0,947.0,308.46
2000-06-30,TP42,Torre Pacheco,Torre Blanca,12.0,945.0,334.54
2000-01-07,TP42,Torre Pacheco,Torre Blanca,12.0,929.0,323.13
2000-02-07,TP42,Torre Pacheco,Torre Blanca,12.0,891.0,313.38
2000-03-07,TP42,Torre Pacheco,Torre Blanca,12.0,957.0,327.0
2000-04-07,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,346.46
2000-05-07,TP42,Torre Pacheco,Torre Blanca,12.0,886.0,315.92
2000-06-07,TP42,Torre Pacheco,Torre Blanca,12.0,953.0,318.25
2000-07-07,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,333.54
2000-08-07,TP42,Torre Pacheco,Torre Blanca,12.0,862.0,267.5
2000-09-07,TP42,Torre Pacheco,Torre Blanca,12.0,958.0,323.96
2000-10-07,TP42,Torre Pacheco,Torre Blanca,11.0,949.0,302.33
2000-11-07,TP42,Torre Pacheco,Torre Blanca,12.0,955.0,308.29
2000-12-07,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,306.33
2000-07-13,TP42,Torre Pacheco,Torre Blanca,12.0,981.0,346.79
2000-07-14,TP42,Torre Pacheco,Torre Blanca,12.0,963.0,337.79
2000-07-15,TP42,Torre Pacheco,Torre Blanca,12.0,952.0,336.46
2000-07-16,TP42,Torre Pacheco,Torre Blanca,12.0,954.0,334.29
2000-07-17,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,313.04
2000-07-18,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,314.63
2000-07-19,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,324.21
2000-07-20,TP42,Torre Pacheco,Torre Blanca,12.0,927.0,316.25
2000-07-21,TP42,Torre Pacheco,Torre Blanca,12.0,923.0,317.79
2000-07-22,TP42,Torre Pacheco,Torre Blanca,12.0,900.0,303.96
2000-07-23,TP42,Torre Pacheco,Torre Blanca,11.0,675.0,173.5
2000-07-24,TP42,Torre Pacheco,Torre Blanca,12.0,926.0,322.79
2000-07-25,TP42,Torre Pacheco,Torre Blanca,12.0,938.0,321.0
2000-07-26,TP42,Torre Pacheco,Torre Blanca,12.0,939.0,325.58
2000-07-27,TP42,Torre Pacheco,Torre Blanca,12.0,895.0,311.08
2000-07-28,TP42,Torre Pacheco,Torre Blanca,12.0,913.0,320.88
2000-07-29,TP42,Torre Pacheco,Torre Blanca,12.0,902.0,297.04
2000-07-30,TP42,Torre Pacheco,Torre Blanca,12.0,855.0,300.92
2000-07-31,TP42,Torre Pacheco,Torre Blanca,12.0,893.0,311.58
2000-01-08,TP42,Torre Pacheco,Torre Blanca,12.0,881.0,300.96
2000-02-08,TP42,Torre Pacheco,Torre Blanca,11.0,874.0,273.63
2000-04-08,TP42,Torre Pacheco,Torre Blanca,12.0,880.0,271.54
2000-05-08,TP42,Torre Pacheco,Torre Blanca,12.0,915.0,303.83
2000-06-08,TP42,Torre Pacheco,Torre Blanca,11.0,762.0,229.92
2000-07-08,TP42,Torre Pacheco,Torre Blanca,12.0,878.0,293.88
2000-08-08,TP42,Torre Pacheco,Torre Blanca,12.0,911.0,313.54
2000-09-08,TP42,Torre Pacheco,Torre Blanca,12.0,911.0,310.5
2000-10-08,TP42,Torre Pacheco,Torre Blanca,12.0,893.0,299.75
2000-11-08,TP42,Torre Pacheco,Torre Blanca,12.0,720.0,250.04
2000-12-08,TP42,Torre Pacheco,Torre Blanca,11.0,843.0,283.79
2000-08-13,TP42,Torre Pacheco,Torre Blanca,12.0,858.0,279.21
2000-08-14,TP42,Torre Pacheco,Torre Blanca,12.0,872.0,290.29
2000-08-15,TP42,Torre Pacheco,Torre Blanca,12.0,871.0,289.63
2000-08-16,TP42,Torre Pacheco,Torre Blanca,12.0,872.0,291.21
2000-08-17,TP42,Torre Pacheco,Torre Blanca,12.0,881.0,291.17
2000-08-18,TP42,Torre Pacheco,Torre Blanca,12.0,851.0,264.71
2000-08-19,TP42,Torre Pacheco,Torre Blanca,12.0,872.0,285.54
2000-08-20,TP42,Torre Pacheco,Torre Blanca,12.0,626.0,217.21
2000-08-21,TP42,Torre Pacheco,Torre Blanca,11.0,810.0,249.0
2000-08-22,TP42,Torre Pacheco,Torre Blanca,12.0,861.0,282.58
2000-08-24,TP42,Torre Pacheco,Torre Blanca,12.0,841.0,269.88
2000-08-25,TP42,Torre Pacheco,Torre Blanca,12.0,840.0,261.17
2000-08-26,TP42,Torre Pacheco,Torre Blanca,12.0,832.0,268.04
2000-08-27,TP42,Torre Pacheco,Torre Blanca,11.0,832.0,263.96
2000-08-28,TP42,Torre Pacheco,Torre Blanca,10.0,711.0,219.54
2000-08-29,TP42,Torre Pacheco,Torre Blanca,10.0,462.0,148.88
2000-08-30,TP42,Torre Pacheco,Torre Blanca,9.0,772.0,171.17
2000-08-31,TP42,Torre Pacheco,Torre Blanca,10.0,709.0,226.54
2000-01-09,TP42,Torre Pacheco,Torre Blanca,10.0,834.0,234.42
2000-02-09,TP42,Torre Pacheco,Torre Blanca,10.0,826.0,215.92
2000-03-09,TP42,Torre Pacheco,Torre Blanca,10.0,845.0,245.88
2000-06-09,TP42,Torre Pacheco,Torre Blanca,11.0,873.0,274.5
2000-07-09,TP42,Torre Pacheco,Torre Blanca,11.0,851.0,257.13
2000-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,774.0,239.04
2000-09-09,TP42,Torre Pacheco,Torre Blanca,10.0,811.0,248.46
2000-10-09,TP42,Torre Pacheco,Torre Blanca,10.0,839.0,265.38
2000-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,834.0,240.54
2000-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,797.0,240.17
2000-09-13,TP42,Torre Pacheco,Torre Blanca,10.0,792.0,222.46
2000-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,828.0,247.25
2000-09-15,TP42,Torre Pacheco,Torre Blanca,10.0,812.0,253.67
2000-09-16,TP42,Torre Pacheco,Torre Blanca,10.0,826.0,251.08
2000-09-17,TP42,Torre Pacheco,Torre Blanca,10.0,709.0,175.17
2000-09-18,TP42,Torre Pacheco,Torre Blanca,11.0,839.0,225.75
2000-09-19,TP42,Torre Pacheco,Torre Blanca,10.0,792.0,225.96
2000-09-20,TP42,Torre Pacheco,Torre Blanca,10.0,831.0,247.92
2000-09-21,TP42,Torre Pacheco,Torre Blanca,10.0,811.0,249.25
2000-09-22,TP42,Torre Pacheco,Torre Blanca,10.0,766.0,233.25
2000-09-23,TP42,Torre Pacheco,Torre Blanca,9.0,545.0,154.13
2000-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,734.0,215.63
2000-09-25,TP42,Torre Pacheco,Torre Blanca,9.0,693.0,172.88
2000-09-26,TP42,Torre Pacheco,Torre Blanca,10.0,565.0,178.54
2000-09-27,TP42,Torre Pacheco,Torre Blanca,10.0,714.0,197.88
2000-09-28,TP42,Torre Pacheco,Torre Blanca,9.0,725.0,188.58
2000-09-29,TP42,Torre Pacheco,Torre Blanca,9.0,646.0,158.54
2000-09-30,TP42,Torre Pacheco,Torre Blanca,9.0,774.0,166.33
2000-01-10,TP42,Torre Pacheco,Torre Blanca,9.0,761.0,214.08
2000-02-10,TP42,Torre Pacheco,Torre Blanca,10.0,764.0,213.04
2000-03-10,TP42,Torre Pacheco,Torre Blanca,10.0,747.0,216.04
2000-04-10,TP42,Torre Pacheco,Torre Blanca,10.0,702.0,203.29
2000-05-10,TP42,Torre Pacheco,Torre Blanca,9.0,613.0,180.58
2000-06-10,TP42,Torre Pacheco,Torre Blanca,9.0,743.0,193.42
2000-08-10,TP42,Torre Pacheco,Torre Blanca,9.0,660.0,192.25
2000-09-10,TP42,Torre Pacheco,Torre Blanca,9.0,631.0,166.04
2000-10-10,TP42,Torre Pacheco,Torre Blanca,9.0,699.0,156.96
2000-11-10,TP42,Torre Pacheco,Torre Blanca,9.0,731.0,199.88
2000-10-13,TP42,Torre Pacheco,Torre Blanca,9.0,761.0,206.83
2000-10-15,TP42,Torre Pacheco,Torre Blanca,9.0,711.0,193.38
2000-10-16,TP42,Torre Pacheco,Torre Blanca,9.0,710.0,178.88
2000-10-17,TP42,Torre Pacheco,Torre Blanca,10.0,680.0,179.83
2000-10-18,TP42,Torre Pacheco,Torre Blanca,9.0,667.0,188.46
2000-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,673.0,177.83
2000-10-20,TP42,Torre Pacheco,Torre Blanca,9.0,752.0,172.96
2000-10-22,TP42,Torre Pacheco,Torre Blanca,9.0,479.0,130.54
2000-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,620.0,166.5
2000-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,603.0,155.29
2000-10-28,TP42,Torre Pacheco,Torre Blanca,9.0,601.0,160.46
2000-10-29,TP42,Torre Pacheco,Torre Blanca,9.0,608.0,160.83
2000-01-11,TP42,Torre Pacheco,Torre Blanca,9.0,634.0,168.38
2000-02-11,TP42,Torre Pacheco,Torre Blanca,9.0,616.0,163.88
2000-03-11,TP42,Torre Pacheco,Torre Blanca,9.0,557.0,148.71
2000-05-11,TP42,Torre Pacheco,Torre Blanca,9.0,595.0,151.46
2000-06-11,TP42,Torre Pacheco,Torre Blanca,9.0,549.0,96.96
2000-07-11,TP42,Torre Pacheco,Torre Blanca,9.0,660.0,173.13
2000-08-11,TP42,Torre Pacheco,Torre Blanca,9.0,617.0,149.5
2000-10-11,TP42,Torre Pacheco,Torre Blanca,9.0,572.0,140.25
2000-11-14,TP42,Torre Pacheco,Torre Blanca,9.0,575.0,138.08
2000-11-18,TP42,Torre Pacheco,Torre Blanca,9.0,569.0,150.42
2000-11-19,TP42,Torre Pacheco,Torre Blanca,9.0,561.0,145.13
2001-11-02,TP42,Torre Pacheco,Torre Blanca,9.0,631.0,175.38
2001-12-02,TP42,Torre Pacheco,Torre Blanca,10.0,646.0,180.92
2001-02-13,TP42,Torre Pacheco,Torre Blanca,9.0,663.0,182.92
2001-02-18,TP42,Torre Pacheco,Torre Blanca,9.0,585.0,161.71
2001-02-20,TP42,Torre Pacheco,Torre Blanca,10.0,676.0,181.5
2001-02-21,TP42,Torre Pacheco,Torre Blanca,10.0,705.0,198.92
2001-02-22,TP42,Torre Pacheco,Torre Blanca,10.0,712.0,203.83
2001-02-23,TP42,Torre Pacheco,Torre Blanca,10.0,666.0,162.54
2001-02-25,TP42,Torre Pacheco,Torre Blanca,10.0,731.0,211.58
2001-02-26,TP42,Torre Pacheco,Torre Blanca,10.0,749.0,211.63
2001-02-28,TP42,Torre Pacheco,Torre Blanca,9.0,733.0,201.46
2001-03-03,TP42,Torre Pacheco,Torre Blanca,9.0,745.0,166.08
2001-04-03,TP42,Torre Pacheco,Torre Blanca,9.0,598.0,148.04
2001-05-03,TP42,Torre Pacheco,Torre Blanca,9.0,745.0,199.17
2001-08-03,TP42,Torre Pacheco,Torre Blanca,9.0,630.0,137.29
2001-09-03,TP42,Torre Pacheco,Torre Blanca,10.0,727.0,210.83
2001-10-03,TP42,Torre Pacheco,Torre Blanca,9.0,693.0,183.67
2001-11-03,TP42,Torre Pacheco,Torre Blanca,10.0,765.0,232.25
2001-12-03,TP42,Torre Pacheco,Torre Blanca,10.0,792.0,237.46
2001-03-13,TP42,Torre Pacheco,Torre Blanca,10.0,826.0,246.63
2001-03-14,TP42,Torre Pacheco,Torre Blanca,10.0,803.0,246.54
2001-03-15,TP42,Torre Pacheco,Torre Blanca,10.0,740.0,215.17
2001-03-16,TP42,Torre Pacheco,Torre Blanca,9.0,719.0,182.13
2001-03-17,TP42,Torre Pacheco,Torre Blanca,10.0,740.0,186.21
2001-03-18,TP42,Torre Pacheco,Torre Blanca,10.0,814.0,238.75
2001-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,808.0,240.25
2001-03-20,TP42,Torre Pacheco,Torre Blanca,10.0,816.0,233.92
2001-03-21,TP42,Torre Pacheco,Torre Blanca,10.0,761.0,192.42
2001-03-22,TP42,Torre Pacheco,Torre Blanca,10.0,849.0,258.13
2001-03-24,TP42,Torre Pacheco,Torre Blanca,10.0,815.0,227.88
2001-03-25,TP42,Torre Pacheco,Torre Blanca,10.0,952.0,253.67
2001-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,839.0,237.88
2001-03-28,TP42,Torre Pacheco,Torre Blanca,10.0,865.0,239.58
2001-03-29,TP42,Torre Pacheco,Torre Blanca,11.0,881.0,218.08
2001-03-30,TP42,Torre Pacheco,Torre Blanca,11.0,866.0,266.63
2001-03-31,TP42,Torre Pacheco,Torre Blanca,11.0,870.0,272.54
2001-01-04,TP42,Torre Pacheco,Torre Blanca,11.0,904.0,289.13
2001-02-04,TP42,Torre Pacheco,Torre Blanca,11.0,891.0,281.42
2001-03-04,TP42,Torre Pacheco,Torre Blanca,11.0,829.0,254.33
2001-04-04,TP42,Torre Pacheco,Torre Blanca,11.0,858.0,265.33
2001-05-04,TP42,Torre Pacheco,Torre Blanca,11.0,875.0,282.46
2001-06-04,TP42,Torre Pacheco,Torre Blanca,11.0,879.0,274.79
2001-07-04,TP42,Torre Pacheco,Torre Blanca,11.0,801.0,271.83
2001-08-04,TP42,Torre Pacheco,Torre Blanca,11.0,927.0,297.38
2001-09-04,TP42,Torre Pacheco,Torre Blanca,11.0,916.0,292.21
2001-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,901.0,294.92
2001-11-04,TP42,Torre Pacheco,Torre Blanca,11.0,920.0,299.13
2001-12-04,TP42,Torre Pacheco,Torre Blanca,11.0,927.0,305.67
2001-04-13,TP42,Torre Pacheco,Torre Blanca,11.0,950.0,289.25
2001-04-14,TP42,Torre Pacheco,Torre Blanca,11.0,932.0,298.88
2001-04-15,TP42,Torre Pacheco,Torre Blanca,11.0,906.0,265.63
2001-04-16,TP42,Torre Pacheco,Torre Blanca,11.0,907.0,286.71
2001-04-17,TP42,Torre Pacheco,Torre Blanca,10.0,789.0,216.21
2001-04-18,TP42,Torre Pacheco,Torre Blanca,11.0,812.0,220.33
2001-04-19,TP42,Torre Pacheco,Torre Blanca,11.0,960.0,284.75
2001-04-21,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,324.58
2001-04-22,TP42,Torre Pacheco,Torre Blanca,11.0,983.0,295.92
2001-04-23,TP42,Torre Pacheco,Torre Blanca,12.0,798.0,278.54
2001-04-24,TP42,Torre Pacheco,Torre Blanca,11.0,844.0,293.58
2001-04-25,TP42,Torre Pacheco,Torre Blanca,11.0,694.0,192.54
2001-04-26,TP42,Torre Pacheco,Torre Blanca,10.0,606.0,172.5
2001-04-27,TP42,Torre Pacheco,Torre Blanca,9.0,928.0,202.13
2001-04-28,TP42,Torre Pacheco,Torre Blanca,11.0,928.0,315.13
2001-04-29,TP42,Torre Pacheco,Torre Blanca,11.0,901.0,289.0
2001-04-30,TP42,Torre Pacheco,Torre Blanca,10.0,923.0,244.21
2001-01-05,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,337.42
2001-02-05,TP42,Torre Pacheco,Torre Blanca,10.0,920.0,189.29
2001-03-05,TP42,Torre Pacheco,Torre Blanca,11.0,904.0,253.83
2001-04-05,TP42,Torre Pacheco,Torre Blanca,11.0,844.0,206.08
2001-05-05,TP42,Torre Pacheco,Torre Blanca,10.0,718.0,180.13
2001-06-05,TP42,Torre Pacheco,Torre Blanca,11.0,886.0,224.21
2001-07-05,TP42,Torre Pacheco,Torre Blanca,11.0,946.0,298.71
2001-08-05,TP42,Torre Pacheco,Torre Blanca,12.0,760.0,273.71
2001-10-05,TP42,Torre Pacheco,Torre Blanca,12.0,878.0,268.29
2001-11-05,TP42,Torre Pacheco,Torre Blanca,12.0,1001.0,325.54
2001-12-05,TP42,Torre Pacheco,Torre Blanca,11.0,954.0,316.79
2001-05-13,TP42,Torre Pacheco,Torre Blanca,12.0,937.0,323.04
2001-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,942.0,319.38
2001-05-15,TP42,Torre Pacheco,Torre Blanca,12.0,961.0,323.08
2001-05-16,TP42,Torre Pacheco,Torre Blanca,11.0,942.0,280.04
2001-05-17,TP42,Torre Pacheco,Torre Blanca,13.0,947.0,329.42
2001-05-18,TP42,Torre Pacheco,Torre Blanca,10.0,922.0,271.21
2001-05-20,TP42,Torre Pacheco,Torre Blanca,12.0,743.0,188.0
2001-05-21,TP42,Torre Pacheco,Torre Blanca,13.0,849.0,300.5
2001-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,981.0,313.83
2001-05-23,TP42,Torre Pacheco,Torre Blanca,12.0,958.0,335.33
2001-05-24,TP42,Torre Pacheco,Torre Blanca,11.0,964.0,313.88
2001-05-25,TP42,Torre Pacheco,Torre Blanca,12.0,963.0,333.71
2001-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,961.0,334.42
2001-05-27,TP42,Torre Pacheco,Torre Blanca,13.0,978.0,346.75
2001-05-28,TP42,Torre Pacheco,Torre Blanca,13.0,1005.0,356.67
2001-05-29,TP42,Torre Pacheco,Torre Blanca,13.0,1004.0,357.33
2001-05-30,TP42,Torre Pacheco,Torre Blanca,13.0,997.0,356.79
2001-05-31,TP42,Torre Pacheco,Torre Blanca,13.0,989.0,353.33
