DATE,STATION,TOWN,PLACE,HSUN,RADMAX,RADAVG
2014-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,908.0,225.95
2014-03-20,TP42,Torre Pacheco,Torre Blanca,10.0,858.0,239.15
2014-03-21,TP42,Torre Pacheco,Torre Blanca,10.0,811.0,226.65
2014-03-22,TP42,Torre Pacheco,Torre Blanca,10.0,938.0,198.92
2014-03-23,TP42,Torre Pacheco,Torre Blanca,10.0,904.0,225.56
2014-03-24,TP42,Torre Pacheco,Torre Blanca,10.0,858.0,239.63
2014-03-25,TP42,Torre Pacheco,Torre Blanca,10.0,932.0,241.82
2014-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,986.0,244.35
2014-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,1041.0,270.15
2014-03-28,TP42,Torre Pacheco,Torre Blanca,9.0,1006.0,169.12
2014-03-29,TP42,Torre Pacheco,Torre Blanca,10.0,785.0,219.0
2014-03-30,TP42,Torre Pacheco,Torre Blanca,10.0,1134.0,208.06
2014-03-31,TP42,Torre Pacheco,Torre Blanca,11.0,873.0,270.81
2014-01-04,TP42,Torre Pacheco,Torre Blanca,10.0,958.0,169.98
2014-02-04,TP42,Torre Pacheco,Torre Blanca,9.0,1112.0,143.41
2014-03-04,TP42,Torre Pacheco,Torre Blanca,10.0,1170.0,184.61
2014-04-04,TP42,Torre Pacheco,Torre Blanca,11.0,938.0,287.44
2014-05-04,TP42,Torre Pacheco,Torre Blanca,9.0,1174.0,204.24
2014-06-04,TP42,Torre Pacheco,Torre Blanca,11.0,883.0,280.82
2014-07-04,TP42,Torre Pacheco,Torre Blanca,12.0,889.0,284.11
2014-08-04,TP42,Torre Pacheco,Torre Blanca,12.0,923.0,282.02
2014-09-04,TP42,Torre Pacheco,Torre Blanca,11.0,945.0,274.96
2014-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,877.0,272.38
2014-11-04,TP42,Torre Pacheco,Torre Blanca,9.0,785.0,138.27
2014-12-04,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,197.95
2014-04-13,TP42,Torre Pacheco,Torre Blanca,12.0,900.0,289.04
2014-04-14,TP42,Torre Pacheco,Torre Blanca,11.0,969.0,256.62
2014-04-15,TP42,Torre Pacheco,Torre Blanca,11.0,926.0,277.45
2014-04-16,TP42,Torre Pacheco,Torre Blanca,12.0,895.0,288.71
2014-04-17,TP42,Torre Pacheco,Torre Blanca,12.0,928.0,285.99
2014-04-18,TP42,Torre Pacheco,Torre Blanca,11.0,901.0,287.91
2014-04-19,TP42,Torre Pacheco,Torre Blanca,9.0,1010.0,189.23
2014-04-20,TP42,Torre Pacheco,Torre Blanca,11.0,933.0,294.92
2014-04-21,TP42,Torre Pacheco,Torre Blanca,12.0,931.0,291.96
2014-04-22,TP42,Torre Pacheco,Torre Blanca,12.0,1122.0,282.92
2014-04-23,TP42,Torre Pacheco,Torre Blanca,12.0,935.0,308.44
2014-04-24,TP42,Torre Pacheco,Torre Blanca,12.0,1077.0,303.81
2014-04-25,TP42,Torre Pacheco,Torre Blanca,12.0,980.0,322.7
2014-04-26,TP42,Torre Pacheco,Torre Blanca,12.0,1030.0,303.17
2014-04-27,TP42,Torre Pacheco,Torre Blanca,12.0,944.0,313.15
2014-04-28,TP42,Torre Pacheco,Torre Blanca,11.0,945.0,309.81
2014-04-29,TP42,Torre Pacheco,Torre Blanca,12.0,952.0,307.21
2014-04-30,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,313.01
2014-01-05,TP42,Torre Pacheco,Torre Blanca,12.0,967.0,310.48
2014-02-05,TP42,Torre Pacheco,Torre Blanca,12.0,946.0,317.35
2014-03-05,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,327.46
2014-04-05,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,328.61
2014-05-05,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,325.92
2014-06-05,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,334.61
2014-07-05,TP42,Torre Pacheco,Torre Blanca,12.0,1043.0,288.36
2014-08-05,TP42,Torre Pacheco,Torre Blanca,11.0,1207.0,270.16
2014-09-05,TP42,Torre Pacheco,Torre Blanca,12.0,967.0,311.7
2014-10-05,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,321.17
2014-11-05,TP42,Torre Pacheco,Torre Blanca,12.0,978.0,292.66
2014-12-05,TP42,Torre Pacheco,Torre Blanca,10.0,1184.0,246.42
2014-05-13,TP42,Torre Pacheco,Torre Blanca,11.0,1049.0,299.13
2014-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,1299.0,237.66
2014-05-15,TP42,Torre Pacheco,Torre Blanca,12.0,1123.0,304.06
2014-05-16,TP42,Torre Pacheco,Torre Blanca,12.0,1207.0,304.66
2014-05-17,TP42,Torre Pacheco,Torre Blanca,11.0,1087.0,219.82
2014-05-18,TP42,Torre Pacheco,Torre Blanca,11.0,1337.0,244.65
2014-05-19,TP42,Torre Pacheco,Torre Blanca,12.0,1016.0,341.34
2014-05-20,TP42,Torre Pacheco,Torre Blanca,11.0,1281.0,289.09
2014-05-21,TP42,Torre Pacheco,Torre Blanca,12.0,1152.0,334.05
2014-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,1069.0,338.84
2014-05-23,TP42,Torre Pacheco,Torre Blanca,12.0,1009.0,350.6
2014-05-24,TP42,Torre Pacheco,Torre Blanca,10.0,491.9,110.32
2014-05-25,TP42,Torre Pacheco,Torre Blanca,12.0,1037.0,339.18
2014-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,1052.0,342.71
2014-05-27,TP42,Torre Pacheco,Torre Blanca,12.0,1220.0,275.14
2014-05-28,TP42,Torre Pacheco,Torre Blanca,11.0,1269.0,238.76
2014-05-29,TP42,Torre Pacheco,Torre Blanca,12.0,1212.0,302.19
2014-05-30,TP42,Torre Pacheco,Torre Blanca,12.0,1187.0,317.97
2014-05-31,TP42,Torre Pacheco,Torre Blanca,10.0,1296.0,243.65
2014-02-06,TP42,Torre Pacheco,Torre Blanca,13.0,1223.0,304.11
2014-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,981.0,342.51
2014-04-06,TP42,Torre Pacheco,Torre Blanca,12.0,993.0,348.2
2014-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,1105.0,244.78
2014-06-06,TP42,Torre Pacheco,Torre Blanca,11.0,1001.0,302.3
2014-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,938.0,317.91
2014-08-06,TP42,Torre Pacheco,Torre Blanca,12.0,1093.0,314.51
2014-09-06,TP42,Torre Pacheco,Torre Blanca,11.0,957.0,296.05
2014-10-06,TP42,Torre Pacheco,Torre Blanca,11.0,1061.0,170.83
2014-11-06,TP42,Torre Pacheco,Torre Blanca,12.0,957.0,334.9
2014-12-06,TP42,Torre Pacheco,Torre Blanca,12.0,973.0,343.72
2014-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,969.0,339.94
2014-06-14,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,342.24
2014-06-15,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,330.45
2014-06-16,TP42,Torre Pacheco,Torre Blanca,10.0,1095.0,252.97
2014-06-17,TP42,Torre Pacheco,Torre Blanca,12.0,1285.0,265.55
2014-06-18,TP42,Torre Pacheco,Torre Blanca,12.0,1114.0,320.86
2014-06-19,TP42,Torre Pacheco,Torre Blanca,12.0,1210.0,248.63
2014-06-20,TP42,Torre Pacheco,Torre Blanca,11.0,988.0,266.24
2014-06-21,TP42,Torre Pacheco,Torre Blanca,12.0,932.0,320.35
2014-06-22,TP42,Torre Pacheco,Torre Blanca,11.0,1049.0,279.79
2014-06-23,TP42,Torre Pacheco,Torre Blanca,12.0,946.0,334.47
2014-06-24,TP42,Torre Pacheco,Torre Blanca,9.0,1331.0,259.78
2014-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,1231.0,285.09
2014-06-26,TP42,Torre Pacheco,Torre Blanca,12.0,1098.0,328.66
2014-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,350.78
2014-06-28,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,348.76
2014-06-29,TP42,Torre Pacheco,Torre Blanca,12.0,1214.0,314.39
2014-06-30,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,347.78
2014-01-07,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,341.09
2014-02-07,TP42,Torre Pacheco,Torre Blanca,12.0,1175.0,280.01
2014-03-07,TP42,Torre Pacheco,Torre Blanca,12.0,1044.0,325.14
2014-04-07,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,346.79
2014-05-07,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,346.08
2014-06-07,TP42,Torre Pacheco,Torre Blanca,12.0,1177.0,305.15
2014-07-07,TP42,Torre Pacheco,Torre Blanca,12.0,1074.0,317.69
2014-08-07,TP42,Torre Pacheco,Torre Blanca,11.0,1223.0,272.3
2014-09-07,TP42,Torre Pacheco,Torre Blanca,12.0,1173.0,331.91
2014-10-07,TP42,Torre Pacheco,Torre Blanca,12.0,1125.0,326.72
2014-11-07,TP42,Torre Pacheco,Torre Blanca,12.0,995.0,336.58
2014-12-07,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,331.31
2014-07-13,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,329.95
2014-07-14,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,330.86
2014-07-15,TP42,Torre Pacheco,Torre Blanca,12.0,1051.0,326.5
2014-07-16,TP42,Torre Pacheco,Torre Blanca,12.0,956.0,329.1
2014-07-17,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,306.16
2014-07-18,TP42,Torre Pacheco,Torre Blanca,12.0,1161.0,257.59
2014-07-19,TP42,Torre Pacheco,Torre Blanca,12.0,1117.0,268.72
2014-07-20,TP42,Torre Pacheco,Torre Blanca,12.0,1123.0,287.31
2014-07-21,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,329.87
2014-07-22,TP42,Torre Pacheco,Torre Blanca,12.0,949.0,326.59
2014-07-23,TP42,Torre Pacheco,Torre Blanca,12.0,944.0,326.04
2014-07-24,TP42,Torre Pacheco,Torre Blanca,12.0,947.0,296.32
2014-07-25,TP42,Torre Pacheco,Torre Blanca,12.0,995.0,279.58
2014-07-26,TP42,Torre Pacheco,Torre Blanca,12.0,1001.0,312.43
2014-07-27,TP42,Torre Pacheco,Torre Blanca,12.0,921.0,304.65
2014-07-28,TP42,Torre Pacheco,Torre Blanca,12.0,922.0,306.88
2014-07-29,TP42,Torre Pacheco,Torre Blanca,12.0,1003.0,300.88
2014-07-30,TP42,Torre Pacheco,Torre Blanca,12.0,931.0,314.2
2014-07-31,TP42,Torre Pacheco,Torre Blanca,12.0,942.0,319.62
2014-01-08,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,320.16
2014-02-08,TP42,Torre Pacheco,Torre Blanca,12.0,1050.0,315.04
2014-03-08,TP42,Torre Pacheco,Torre Blanca,12.0,943.0,319.56
2014-04-08,TP42,Torre Pacheco,Torre Blanca,12.0,920.0,304.27
2014-05-08,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,299.06
2014-06-08,TP42,Torre Pacheco,Torre Blanca,12.0,922.0,301.05
2014-07-08,TP42,Torre Pacheco,Torre Blanca,12.0,914.0,299.63
2014-08-08,TP42,Torre Pacheco,Torre Blanca,12.0,932.0,311.63
2014-09-08,TP42,Torre Pacheco,Torre Blanca,12.0,903.0,290.01
2014-10-08,TP42,Torre Pacheco,Torre Blanca,12.0,928.0,301.38
2014-11-08,TP42,Torre Pacheco,Torre Blanca,12.0,930.0,308.5
2014-12-08,TP42,Torre Pacheco,Torre Blanca,11.0,1093.0,288.23
2014-08-13,TP42,Torre Pacheco,Torre Blanca,12.0,924.0,296.53
2014-08-14,TP42,Torre Pacheco,Torre Blanca,10.0,1291.0,195.78
2014-08-15,TP42,Torre Pacheco,Torre Blanca,11.0,1145.0,258.18
2014-08-16,TP42,Torre Pacheco,Torre Blanca,10.0,1134.0,250.09
2014-08-17,TP42,Torre Pacheco,Torre Blanca,11.0,1128.0,256.94
2014-08-18,TP42,Torre Pacheco,Torre Blanca,11.0,1110.0,247.27
2014-08-19,TP42,Torre Pacheco,Torre Blanca,11.0,983.0,272.32
2014-08-20,TP42,Torre Pacheco,Torre Blanca,11.0,902.0,286.31
2014-08-21,TP42,Torre Pacheco,Torre Blanca,11.0,946.0,273.96
2014-08-22,TP42,Torre Pacheco,Torre Blanca,11.0,983.0,278.93
2014-08-23,TP42,Torre Pacheco,Torre Blanca,11.0,1025.0,275.21
2014-08-24,TP42,Torre Pacheco,Torre Blanca,11.0,1126.0,251.45
2014-08-25,TP42,Torre Pacheco,Torre Blanca,11.0,888.0,285.12
2014-08-26,TP42,Torre Pacheco,Torre Blanca,11.0,887.0,282.17
2014-08-27,TP42,Torre Pacheco,Torre Blanca,11.0,870.0,275.79
2014-08-28,TP42,Torre Pacheco,Torre Blanca,11.0,896.0,271.94
2014-08-29,TP42,Torre Pacheco,Torre Blanca,11.0,971.0,236.54
2014-08-30,TP42,Torre Pacheco,Torre Blanca,11.0,1218.0,237.8
2014-08-31,TP42,Torre Pacheco,Torre Blanca,11.0,1040.0,236.13
2014-01-09,TP42,Torre Pacheco,Torre Blanca,10.0,854.0,264.75
2014-02-09,TP42,Torre Pacheco,Torre Blanca,10.0,844.0,260.47
2014-03-09,TP42,Torre Pacheco,Torre Blanca,10.0,836.0,254.72
2014-04-09,TP42,Torre Pacheco,Torre Blanca,10.0,851.0,254.83
2014-05-09,TP42,Torre Pacheco,Torre Blanca,10.0,864.0,250.5
2014-06-09,TP42,Torre Pacheco,Torre Blanca,10.0,826.0,250.64
2014-07-09,TP42,Torre Pacheco,Torre Blanca,10.0,891.0,254.43
2014-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,912.0,240.12
2014-09-09,TP42,Torre Pacheco,Torre Blanca,10.0,1011.0,220.7
2014-10-09,TP42,Torre Pacheco,Torre Blanca,10.0,877.0,238.76
2014-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,860.0,246.2
2014-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,821.0,249.99
2014-09-13,TP42,Torre Pacheco,Torre Blanca,10.0,813.0,244.47
2014-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,819.0,247.69
2014-09-15,TP42,Torre Pacheco,Torre Blanca,10.0,830.0,225.5
2014-09-17,TP42,Torre Pacheco,Torre Blanca,10.0,903.0,214.34
2014-09-18,TP42,Torre Pacheco,Torre Blanca,10.0,919.0,218.52
2014-09-19,TP42,Torre Pacheco,Torre Blanca,10.0,905.0,181.92
2014-09-20,TP42,Torre Pacheco,Torre Blanca,9.0,827.0,187.17
2014-09-23,TP42,Torre Pacheco,Torre Blanca,9.0,884.0,207.0
2014-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,849.0,230.04
2014-09-27,TP42,Torre Pacheco,Torre Blanca,9.0,663.8,68.09
2014-09-30,TP42,Torre Pacheco,Torre Blanca,9.0,917.0,174.01
2014-01-10,TP42,Torre Pacheco,Torre Blanca,9.0,1065.0,116.6
2014-02-10,TP42,Torre Pacheco,Torre Blanca,9.0,947.0,113.72
2014-03-10,TP42,Torre Pacheco,Torre Blanca,9.0,762.0,189.78
2014-04-10,TP42,Torre Pacheco,Torre Blanca,10.0,900.0,165.87
2014-05-10,TP42,Torre Pacheco,Torre Blanca,9.0,869.0,182.54
2014-06-10,TP42,Torre Pacheco,Torre Blanca,10.0,860.0,200.61
2014-07-10,TP42,Torre Pacheco,Torre Blanca,10.0,731.0,210.61
2014-08-10,TP42,Torre Pacheco,Torre Blanca,10.0,755.0,206.75
2014-09-10,TP42,Torre Pacheco,Torre Blanca,10.0,717.0,201.52
2014-10-10,TP42,Torre Pacheco,Torre Blanca,9.0,1008.0,172.18
2014-12-10,TP42,Torre Pacheco,Torre Blanca,10.0,827.0,160.2
2014-10-13,TP42,Torre Pacheco,Torre Blanca,9.0,889.0,194.07
2014-10-15,TP42,Torre Pacheco,Torre Blanca,9.0,783.0,178.7
2014-10-16,TP42,Torre Pacheco,Torre Blanca,10.0,698.3,195.73
2014-10-17,TP42,Torre Pacheco,Torre Blanca,10.0,737.0,186.4
2014-10-18,TP42,Torre Pacheco,Torre Blanca,9.0,703.0,179.88
2014-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,676.1,185.44
2014-10-20,TP42,Torre Pacheco,Torre Blanca,9.0,649.3,174.61
2014-10-21,TP42,Torre Pacheco,Torre Blanca,9.0,640.9,174.36
2014-10-22,TP42,Torre Pacheco,Torre Blanca,9.0,694.4,187.86
2014-10-23,TP42,Torre Pacheco,Torre Blanca,9.0,674.4,179.24
2014-10-24,TP42,Torre Pacheco,Torre Blanca,9.0,660.8,179.22
2014-10-25,TP42,Torre Pacheco,Torre Blanca,9.0,688.7,168.31
2014-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,646.1,167.33
2014-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,636.2,165.03
2014-10-28,TP42,Torre Pacheco,Torre Blanca,9.0,673.1,160.22
2014-10-29,TP42,Torre Pacheco,Torre Blanca,9.0,805.0,157.05
2014-10-31,TP42,Torre Pacheco,Torre Blanca,9.0,731.0,149.76
2014-01-11,TP42,Torre Pacheco,Torre Blanca,9.0,707.0,153.37
2014-02-11,TP42,Torre Pacheco,Torre Blanca,9.0,802.0,151.86
2014-03-11,TP42,Torre Pacheco,Torre Blanca,9.0,755.0,154.03
2014-05-11,TP42,Torre Pacheco,Torre Blanca,9.0,616.4,162.05
2014-06-11,TP42,Torre Pacheco,Torre Blanca,9.0,618.8,160.99
2015-01-02,TP42,Torre Pacheco,Torre Blanca,9.0,635.3,164.31
2015-05-02,TP42,Torre Pacheco,Torre Blanca,9.0,657.2,166.01
2015-08-02,TP42,Torre Pacheco,Torre Blanca,9.0,683.2,166.16
2015-02-13,TP42,Torre Pacheco,Torre Blanca,9.0,654.8,168.93
2015-02-14,TP42,Torre Pacheco,Torre Blanca,9.0,825.0,158.73
2015-02-15,TP42,Torre Pacheco,Torre Blanca,9.0,886.0,175.35
2015-02-16,TP42,Torre Pacheco,Torre Blanca,9.0,785.0,169.7
2015-02-21,TP42,Torre Pacheco,Torre Blanca,10.0,1073.0,96.77
2015-02-22,TP42,Torre Pacheco,Torre Blanca,9.0,858.0,196.89
2015-02-24,TP42,Torre Pacheco,Torre Blanca,9.0,733.0,210.73
2015-02-26,TP42,Torre Pacheco,Torre Blanca,9.0,950.0,185.9
2015-02-27,TP42,Torre Pacheco,Torre Blanca,10.0,908.0,182.93
2015-02-28,TP42,Torre Pacheco,Torre Blanca,10.0,750.0,201.19
2015-01-03,TP42,Torre Pacheco,Torre Blanca,9.0,728.0,185.92
2015-02-03,TP42,Torre Pacheco,Torre Blanca,10.0,740.0,207.32
2015-03-03,TP42,Torre Pacheco,Torre Blanca,10.0,741.0,201.59
2015-04-03,TP42,Torre Pacheco,Torre Blanca,9.0,930.0,174.85
2015-05-03,TP42,Torre Pacheco,Torre Blanca,10.0,801.0,232.26
2015-06-03,TP42,Torre Pacheco,Torre Blanca,10.0,787.0,228.16
2015-07-03,TP42,Torre Pacheco,Torre Blanca,10.0,820.0,228.16
2015-08-03,TP42,Torre Pacheco,Torre Blanca,9.0,1091.0,160.92
2015-09-03,TP42,Torre Pacheco,Torre Blanca,10.0,771.0,219.54
2015-10-03,TP42,Torre Pacheco,Torre Blanca,10.0,768.0,220.22
2015-11-03,TP42,Torre Pacheco,Torre Blanca,10.0,791.0,231.24
2015-12-03,TP42,Torre Pacheco,Torre Blanca,10.0,795.0,232.56
2015-03-13,TP42,Torre Pacheco,Torre Blanca,9.0,1001.0,193.78
2015-03-15,TP42,Torre Pacheco,Torre Blanca,10.0,942.0,138.45
2015-03-16,TP42,Torre Pacheco,Torre Blanca,9.0,990.0,215.23
2015-03-17,TP42,Torre Pacheco,Torre Blanca,10.0,1156.0,169.92
2015-03-21,TP42,Torre Pacheco,Torre Blanca,10.0,1011.0,230.34
2015-03-22,TP42,Torre Pacheco,Torre Blanca,10.0,945.0,208.92
2015-03-23,TP42,Torre Pacheco,Torre Blanca,10.0,853.0,114.55
2015-03-26,TP42,Torre Pacheco,Torre Blanca,9.0,1130.0,232.67
2015-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,867.0,266.42
2015-03-28,TP42,Torre Pacheco,Torre Blanca,11.0,869.0,269.51
2015-03-29,TP42,Torre Pacheco,Torre Blanca,10.0,955.0,260.72
2015-03-30,TP42,Torre Pacheco,Torre Blanca,11.0,955.0,222.91
2015-03-31,TP42,Torre Pacheco,Torre Blanca,10.0,861.0,268.91
2015-01-04,TP42,Torre Pacheco,Torre Blanca,11.0,932.0,271.06
2015-02-04,TP42,Torre Pacheco,Torre Blanca,9.0,1072.0,235.93
2015-03-04,TP42,Torre Pacheco,Torre Blanca,10.0,922.0,248.17
2015-04-04,TP42,Torre Pacheco,Torre Blanca,11.0,1134.0,243.82
2015-05-04,TP42,Torre Pacheco,Torre Blanca,10.0,885.0,278.43
2015-06-04,TP42,Torre Pacheco,Torre Blanca,11.0,1124.0,193.71
2015-08-04,TP42,Torre Pacheco,Torre Blanca,10.0,1203.0,213.07
2015-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,1078.0,243.22
2015-12-04,TP42,Torre Pacheco,Torre Blanca,9.0,1034.0,155.54
2015-04-13,TP42,Torre Pacheco,Torre Blanca,11.0,1172.0,201.46
2015-04-14,TP42,Torre Pacheco,Torre Blanca,10.0,924.0,239.46
2015-04-16,TP42,Torre Pacheco,Torre Blanca,11.0,1120.0,263.52
2015-04-17,TP42,Torre Pacheco,Torre Blanca,11.0,970.0,260.62
2015-04-18,TP42,Torre Pacheco,Torre Blanca,11.0,978.0,266.86
2015-04-19,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,278.5
2015-04-20,TP42,Torre Pacheco,Torre Blanca,11.0,1048.0,292.26
2015-04-21,TP42,Torre Pacheco,Torre Blanca,10.0,1151.0,247.25
2015-04-22,TP42,Torre Pacheco,Torre Blanca,10.0,1170.0,183.65
2015-04-23,TP42,Torre Pacheco,Torre Blanca,11.0,970.0,275.01
2015-04-24,TP42,Torre Pacheco,Torre Blanca,12.0,959.0,276.04
2015-04-25,TP42,Torre Pacheco,Torre Blanca,11.0,1001.0,230.15
2015-04-26,TP42,Torre Pacheco,Torre Blanca,10.0,1072.0,229.5
2015-04-27,TP42,Torre Pacheco,Torre Blanca,11.0,1314.0,263.85
2015-04-28,TP42,Torre Pacheco,Torre Blanca,12.0,1010.0,317.27
2015-04-29,TP42,Torre Pacheco,Torre Blanca,12.0,948.0,310.9
2015-04-30,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,297.43
2015-01-05,TP42,Torre Pacheco,Torre Blanca,12.0,1112.0,278.54
2015-02-05,TP42,Torre Pacheco,Torre Blanca,11.0,1012.0,307.93
2015-03-05,TP42,Torre Pacheco,Torre Blanca,12.0,947.0,301.98
2015-04-05,TP42,Torre Pacheco,Torre Blanca,10.0,1163.0,180.57
2015-05-05,TP42,Torre Pacheco,Torre Blanca,10.0,1050.0,258.47
2015-06-05,TP42,Torre Pacheco,Torre Blanca,12.0,1120.0,303.74
2015-07-05,TP42,Torre Pacheco,Torre Blanca,12.0,988.0,328.65
2015-08-05,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,327.99
2015-09-05,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,323.21
2015-10-05,TP42,Torre Pacheco,Torre Blanca,12.0,1019.0,325.04
2015-11-05,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,331.23
2015-12-05,TP42,Torre Pacheco,Torre Blanca,12.0,994.0,338.3
2015-05-13,TP42,Torre Pacheco,Torre Blanca,12.0,929.0,311.93
2015-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,954.0,306.44
2015-05-15,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,336.48
2015-05-16,TP42,Torre Pacheco,Torre Blanca,12.0,982.0,340.72
2015-05-17,TP42,Torre Pacheco,Torre Blanca,12.0,985.0,343.05
2015-05-18,TP42,Torre Pacheco,Torre Blanca,12.0,994.0,332.25
2015-05-19,TP42,Torre Pacheco,Torre Blanca,12.0,1140.0,288.31
2015-05-20,TP42,Torre Pacheco,Torre Blanca,12.0,1164.0,237.16
2015-05-21,TP42,Torre Pacheco,Torre Blanca,12.0,1284.0,295.35
2015-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,1248.0,339.85
2015-05-23,TP42,Torre Pacheco,Torre Blanca,12.0,1064.0,343.7
2015-05-24,TP42,Torre Pacheco,Torre Blanca,11.0,777.0,135.01
2015-05-25,TP42,Torre Pacheco,Torre Blanca,11.0,1162.0,260.48
2015-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,975.0,328.0
2015-05-27,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,333.51
2015-05-28,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,343.75
2015-05-29,TP42,Torre Pacheco,Torre Blanca,11.0,1055.0,207.35
2015-05-30,TP42,Torre Pacheco,Torre Blanca,12.0,1012.0,278.06
2015-05-31,TP42,Torre Pacheco,Torre Blanca,12.0,973.0,299.51
2015-01-06,TP42,Torre Pacheco,Torre Blanca,12.0,971.0,339.98
2015-02-06,TP42,Torre Pacheco,Torre Blanca,12.0,973.0,342.78
2015-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,1004.0,352.78
2015-04-06,TP42,Torre Pacheco,Torre Blanca,12.0,990.0,350.66
2015-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,1022.0,338.89
2015-06-06,TP42,Torre Pacheco,Torre Blanca,12.0,986.0,350.54
2015-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,999.0,356.01
2015-08-06,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,336.04
2015-09-06,TP42,Torre Pacheco,Torre Blanca,12.0,1084.0,306.88
2015-10-06,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,335.59
2015-12-06,TP42,Torre Pacheco,Torre Blanca,12.0,1088.0,333.78
2015-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,1213.0,342.41
2015-06-14,TP42,Torre Pacheco,Torre Blanca,12.0,1326.0,303.08
2015-06-15,TP42,Torre Pacheco,Torre Blanca,12.0,1159.0,334.01
2015-06-16,TP42,Torre Pacheco,Torre Blanca,12.0,1189.0,315.68
2015-06-17,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,340.4
2015-06-18,TP42,Torre Pacheco,Torre Blanca,12.0,981.0,348.36
2015-06-19,TP42,Torre Pacheco,Torre Blanca,12.0,993.0,352.92
2015-06-20,TP42,Torre Pacheco,Torre Blanca,12.0,978.0,345.8
2015-06-21,TP42,Torre Pacheco,Torre Blanca,12.0,966.0,340.28
2015-06-22,TP42,Torre Pacheco,Torre Blanca,12.0,1054.0,337.56
2015-06-23,TP42,Torre Pacheco,Torre Blanca,13.0,968.0,319.83
2015-06-24,TP42,Torre Pacheco,Torre Blanca,12.0,968.0,331.38
2015-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,341.42
2015-06-26,TP42,Torre Pacheco,Torre Blanca,12.0,965.0,341.19
2015-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,346.56
2015-06-28,TP42,Torre Pacheco,Torre Blanca,12.0,970.0,342.59
2015-06-29,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,339.67
2015-06-30,TP42,Torre Pacheco,Torre Blanca,12.0,956.0,335.39
2015-01-07,TP42,Torre Pacheco,Torre Blanca,12.0,1061.0,327.35
