fecha,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,vvmed,vvmax,dvmed,prec,eto
03/07/2002,    29.20,    36.90,    20.60,None,None,None,   304.70,     1.20,     4.20,   242.20,     0.00,None
04/07/2002,    27.70,    33.90,    21.80,None,None,None,   310.50,     1.90,     6.30,   112.90,     0.00,None
05/07/2002,    26.20,    32.40,    21.10,    72.60,    96.00,    45.00,   296.30,     1.40,     5.50,    89.50,     0.00,     5.70
06/07/2002,    26.70,    32.00,    23.40,None,None,None,   291.50,     2.20,     6.40,    83.90,     0.00,None
07/07/2002,    25.50,    30.00,    21.40,    72.00,    99.90,    45.20,   261.80,     1.90,     4.80,    66.60,     0.00,     5.10
08/07/2002,    26.00,    32.30,    19.40,    68.80,    99.30,    38.40,   269.30,     1.20,     5.90,    78.80,     0.00,     5.20
09/07/2002,    27.70,    36.20,    20.50,    66.50,    99.90,    26.70,   299.20,     1.10,     4.90,   224.90,     0.00,     6.00
10/07/2002,    29.20,    36.80,    21.40,None,None,None,   314.90,     1.10,     5.20,   133.30,     0.00,None
11/07/2002,    26.20,    31.10,    20.80,    69.70,    90.40,    49.50,   252.90,     1.80,     5.60,    75.60,     0.00,     5.10
12/07/2002,    27.80,    33.70,    21.10,    66.40,    99.90,    40.00,   284.90,     1.10,     6.30,   127.90,     0.00,     5.50
13/07/2002,    26.50,    33.40,    22.00,    74.50,    92.40,    40.00,   241.80,     1.40,     6.50,    99.90,     4.80,     5.10
14/07/2002,    24.90,    29.90,    19.10,None,None,None,   331.90,     1.90,     7.20,    59.90,     0.00,None
15/07/2002,    24.90,    31.50,    17.60,    47.50,    89.60,    25.10,   320.80,     1.00,     4.50,   152.90,     0.00,     5.60
16/07/2002,    25.40,    31.80,    17.40,    46.70,    75.50,    28.70,   315.30,     1.50,     5.50,    93.00,     0.00,     6.00
17/07/2002,    25.80,    32.30,    18.30,    51.80,    89.10,    29.80,   318.00,     1.60,     5.60,    95.50,     0.00,     6.20
18/07/2002,    26.60,    34.10,    19.40,    54.70,    93.00,    28.20,   312.00,     1.30,     6.10,   117.50,     0.00,     6.10
19/07/2002,    28.10,    35.80,    20.50,    47.10,    82.10,    21.40,   299.70,     1.10,     5.70,   115.70,     0.00,     6.00
20/07/2002,    27.40,    33.70,    20.70,    47.70,    72.50,    22.40,   281.00,     1.60,     5.10,    58.10,     0.00,     6.20
21/07/2002,    28.50,    35.40,    21.80,    57.90,    88.10,    32.30,   286.70,     1.30,     5.30,    84.20,     0.00,     5.90
22/07/2002,    28.40,    36.20,    22.70,    61.00,    84.20,    38.70,   267.00,     1.40,     5.10,    85.60,     0.00,     5.80
23/07/2002,    29.50,    35.30,    23.70,    37.00,    85.80,    22.10,   306.20,     1.60,     5.90,   263.00,     0.00,     6.60
24/07/2002,    28.80,    35.40,    22.90,    41.70,    76.10,    19.50,   303.20,     1.50,     6.50,    76.20,     0.00,     6.50
25/07/2002,    29.20,    36.90,    20.40,    50.30,    87.70,    26.50,   295.60,     1.00,     5.20,   106.00,     0.00,     5.90
26/07/2002,    27.90,    35.40,    20.90,    56.00,    85.90,    28.30,   287.60,     1.50,     6.10,   100.70,     0.00,     6.20
27/07/2002,    27.00,    33.50,    21.90,    66.40,    99.20,    37.70,   290.00,     1.60,     5.70,    90.10,     0.00,     5.80
28/07/2002,    26.90,    33.80,    20.40,    55.60,    87.30,    28.10,   290.70,     1.90,     6.50,    95.80,     0.00,     6.30
29/07/2002,    27.80,    35.10,    20.80,    46.40,    75.50,    22.70,   263.70,     1.40,     5.70,    93.90,     0.00,     5.80
30/07/2002,    27.70,    33.90,    20.90,    57.10,    85.80,    32.90,   262.30,     1.40,     5.70,   114.40,     0.00,     5.50
31/07/2002,    26.80,    32.80,    20.70,    64.60,    91.80,    34.50,   262.00,     1.80,     6.40,   106.60,     0.00,     5.60
01/08/2002,    27.00,    32.20,    21.80,    71.10,    98.10,    46.60,   275.80,     2.20,     6.80,    92.20,     0.00,     5.60
02/08/2002,    27.20,    31.90,    22.90,    71.80,    97.90,    47.80,   202.90,     1.70,     5.50,    81.50,     0.00,     4.40
03/08/2002,    27.70,    34.20,    22.50,    71.80,    98.70,    44.10,   212.00,     1.10,     4.50,    79.50,     0.00,     4.40
04/08/2002,    29.30,    36.40,    22.20,    58.50,    98.70,    25.20,   274.20,     1.20,     6.10,   109.50,     0.00,     5.80
05/08/2002,    28.10,    35.70,    22.00,    64.30,    95.90,    31.60,   151.60,     0.90,     5.90,   359.50,     0.00,     3.70
07/08/2002,    27.60,    32.00,    24.00,    74.30,    99.90,    49.30,   223.20,     2.20,     5.60,    88.40,     0.00,     4.90
08/08/2002,    27.00,    31.90,    23.90,    72.60,    92.40,    45.30,   198.40,     1.90,     6.50,    98.80,     0.00,     4.60
09/08/2002,    28.00,    33.60,    23.40,    68.80,    96.30,    42.90,   217.20,     1.10,     7.30,   253.40,     0.20,     4.50
10/08/2002,    27.60,    30.80,    23.40,    49.60,    95.20,    29.90,   119.50,     1.60,     5.40,   298.20,     0.00,     3.60
12/08/2002,    27.60,    36.50,    18.70,    52.40,    99.80,    18.80,   290.30,     0.80,     6.20,    90.60,     0.00,     5.40
13/08/2002,    26.80,    33.80,    21.20,    66.30,    98.30,    33.70,   275.40,     1.70,     5.90,    85.70,     0.00,     5.70
14/08/2002,    27.30,    34.50,    21.30,    66.00,    98.60,    37.50,   264.00,     1.10,     4.80,   114.00,     0.00,     5.10
15/08/2002,    28.50,    35.90,    21.00,    61.20,    99.90,    30.90,   260.70,     1.00,     4.60,   288.20,     0.00,     5.10
16/08/2002,    27.20,    33.70,    22.50,    67.70,    99.70,    40.80,   224.30,     1.30,     5.10,    77.30,     0.00,     4.70
17/08/2002,    27.40,    34.70,    20.30,    60.10,    86.10,    28.70,   267.20,     1.40,     5.60,   130.40,     0.00,     5.50
18/08/2002,    27.10,    34.10,    20.70,    61.70,    99.90,    27.10,   247.50,     1.50,     7.00,    84.80,     0.00,     5.30
19/08/2002,    27.30,    34.30,    19.90,    62.30,    96.50,    30.00,   265.60,     1.40,     5.20,    72.80,     0.00,     5.40
20/08/2002,    28.00,    35.00,    22.70,    71.90,    98.00,    40.20,   231.00,     1.00,     4.20,   316.80,     0.00,     4.60
21/08/2002,    27.30,    33.20,    22.10,    74.00,    99.90,    44.10,   226.10,     1.60,     8.40,   114.90,     0.00,     4.70
22/08/2002,    27.30,    33.00,    22.70,    63.50,    93.60,    37.20,   173.30,     1.50,     5.10,   129.20,     0.00,     4.20
23/08/2002,    26.10,    31.60,    20.50,    74.60,    99.90,    41.60,   205.70,     1.60,     6.10,   100.90,     0.00,     4.30
24/08/2002,    24.20,    30.40,    19.20,    78.20,    99.90,    40.30,   169.80,     1.00,     5.60,   117.40,     8.10,     3.50
25/08/2002,    24.90,    31.20,    19.30,    70.20,    99.90,    38.40,   257.30,     1.10,     4.80,   167.10,     0.00,     4.60
26/08/2002,    25.80,    30.90,    21.20,    52.10,    81.40,    28.10,   226.80,     1.10,     4.10,   312.00,     0.00,     4.50
27/08/2002,    23.80,    29.30,    19.50,    69.20,    99.90,    34.50,   214.30,     0.90,     7.60,    87.20,     0.00,     3.90
28/08/2002,    23.80,    30.90,    18.40,    73.80,    99.90,    35.90,   220.80,     0.90,     5.30,    68.70,     0.10,     4.00
29/08/2002,    24.80,    31.90,    18.20,    66.70,    99.90,    34.00,   228.00,     1.00,     4.10,   103.00,     0.00,     4.20
30/08/2002,    25.70,    32.80,    19.10,    61.20,    99.90,    30.20,   247.50,     1.00,     4.80,   134.20,     0.00,     4.60
31/08/2002,    26.30,    33.80,    19.70,    61.70,    96.00,    28.50,   246.60,     1.10,     4.40,    79.80,     0.00,     4.80
01/09/2002,    25.80,    32.60,    19.70,    69.30,    99.90,    34.90,   225.70,     1.20,     5.10,   121.70,     0.00,     4.40
02/09/2002,    24.00,    32.20,    19.90,    84.20,    99.90,    42.10,   158.60,     0.90,     5.40,   111.90,    14.50,     3.30
03/09/2002,    24.80,    32.00,    19.20,    80.90,    99.90,    50.90,   233.50,     0.90,     4.90,   115.20,     0.10,     4.10
04/09/2002,    26.50,    33.80,    19.50,    43.30,    72.70,    24.20,   249.60,     1.20,     4.40,   238.20,     0.00,     4.90
05/09/2002,    25.80,    32.60,    20.50,    45.00,    72.00,    24.50,   249.50,     1.10,     4.50,   246.20,     0.00,     4.70
06/09/2002,    24.50,    30.30,    19.90,    66.80,    94.90,    33.30,   224.50,     1.10,     4.50,   110.80,     0.00,     4.10
07/09/2002,    24.70,    32.00,    17.80,    63.60,    99.90,    29.60,   228.00,     1.00,     4.30,   182.80,     0.00,     4.20
08/09/2002,    26.20,    33.70,    19.10,    44.40,    77.80,    20.80,   243.20,     1.10,     5.00,   160.50,     0.00,     4.70
09/09/2002,    26.00,    33.40,    19.00,    46.60,    91.80,    23.20,   247.70,     1.00,     4.80,   110.40,     0.00,     4.60
10/09/2002,    25.40,    30.60,    20.80,    60.00,    93.20,    34.70,   241.40,     1.40,     5.20,   108.30,     0.00,     4.50
11/09/2002,    24.80,    30.80,    20.40,    80.60,    99.90,    45.10,   170.70,     1.00,     4.50,   174.70,     0.90,     3.30
12/09/2002,    25.80,    33.50,    20.10,    68.50,    99.90,    28.90,   197.40,     0.80,     4.10,   258.90,     0.00,     3.80
13/09/2002,    25.00,    31.80,    19.60,    69.20,    96.60,    37.80,   227.50,     1.60,     5.40,    93.60,     0.00,     4.50
14/09/2002,    25.20,    29.40,    21.90,    77.30,    99.90,    54.40,   166.30,     1.30,     5.20,   113.70,     0.00,     3.20
15/09/2002,    25.20,    30.30,    20.60,None,None,None,   178.80,     1.00,     4.60,   146.60,     0.00,None
16/09/2002,    25.40,    29.70,    21.20,    71.60,    99.90,    47.80,   148.50,     1.10,     3.80,   168.50,     0.30,     3.00
17/09/2002,    23.70,    30.20,    19.60,None,None,None,   152.00,     1.00,     4.90,   131.40,     0.10,None
18/09/2002,    23.40,    30.60,    17.60,    78.30,    99.90,    44.20,   136.40,     0.70,     3.00,   350.30,     0.00,     2.60
19/09/2002,    25.10,    31.20,    20.10,    72.50,    99.90,    43.80,   191.60,     1.10,     5.30,   115.00,     0.00,     3.60
20/09/2002,    24.70,    32.20,    19.60,    73.90,    99.90,    35.20,   175.00,     1.00,     5.10,    99.20,     0.00,     3.50
21/09/2002,    24.60,    32.00,    19.80,    72.50,    99.90,    32.90,   177.60,     0.80,     8.70,    56.40,    18.80,     3.30
22/09/2002,    23.50,    29.60,    19.30,None,None,None,   129.80,     1.00,     4.00,   242.60,     0.10,None
23/09/2002,    23.30,    28.10,    18.70,    51.40,    73.80,    34.10,   141.90,     1.40,     4.30,   294.80,     0.00,     3.30
24/09/2002,    22.30,    27.50,    18.20,    50.50,    73.90,    27.50,   181.20,     0.80,     3.60,   183.90,     0.00,     3.10
25/09/2002,    20.50,    24.80,    16.00,    57.90,    99.70,    32.30,   103.00,     1.00,     4.00,    82.60,     0.20,     2.30
26/09/2002,    22.70,    26.70,    19.30,None,None,None,   179.60,     1.00,     4.50,   240.90,    25.60,None
27/09/2002,    23.20,    29.90,    17.30,    69.00,    99.90,    29.70,   196.30,     0.90,     3.90,   228.10,     0.00,     3.40
28/09/2002,    23.10,    29.10,    18.50,None,None,None,   185.50,     0.80,     3.30,   204.10,     0.00,None
29/09/2002,    21.70,    27.80,    17.20,    79.50,    99.90,    49.50,   144.40,     1.00,     5.50,   132.50,     0.00,None
30/09/2002,    21.40,    26.30,    17.30,None,None,None,   147.50,     1.40,     4.80,   105.30,     0.00,None
01/10/2002,    20.30,    23.00,    17.00,None,None,None,    95.30,     1.20,     4.10,    87.80,     0.10,None
06/10/2002,    20.90,    26.80,    15.80,None,None,None,   118.90,     0.90,     2.70,   253.30,     0.00,None
07/10/2002,    22.40,    30.20,    15.60,    59.20,    90.30,    27.00,   186.00,     1.00,     4.30,   187.80,     0.00,     3.20
08/10/2002,    20.90,    27.50,    15.60,None,None,None,   112.80,     1.10,     5.10,   195.20,     0.00,None
09/10/2002,    21.40,    26.60,    16.80,None,None,None,   122.50,     1.70,     5.90,   272.30,     0.00,None
10/10/2002,    17.10,    19.50,    14.50,None,None,None,   101.80,     3.10,     7.10,   290.60,     0.00,None
11/10/2002,    20.10,    25.80,    15.30,    32.40,    45.70,    16.40,   201.80,     2.10,     5.20,   298.80,     0.00,     4.40
12/10/2002,    22.90,    28.40,    17.60,    40.20,    51.60,    32.20,   191.50,     2.20,     5.90,   315.20,     0.00,     4.40
13/10/2002,    22.30,    29.60,    17.00,    47.40,    72.10,    25.30,   190.60,     1.10,     3.30,   244.70,     0.00,     3.30
14/10/2002,    21.80,    30.60,    15.50,    60.00,    99.90,    28.30,   185.50,     0.90,     5.00,   253.60,     0.00,     3.00
15/10/2002,    20.50,    30.00,    13.60,None,None,None,   185.10,     1.00,     4.40,   252.40,     0.00,None
16/10/2002,    21.30,    29.60,    15.20,    64.50,    99.90,    26.00,   129.00,     0.80,     3.40,   271.90,     0.00,None
17/10/2002,    21.10,    26.20,    14.90,    47.70,    72.80,    22.20,   148.50,     1.60,     5.70,   315.30,     0.00,     3.20
18/10/2002,    17.70,    22.50,    12.60,    63.00,    96.00,    42.20,   109.70,     1.40,     5.00,    84.30,     0.00,     2.20
19/10/2002,    18.70,    25.10,    13.00,    78.10,    99.90,    41.50,   174.00,     1.20,     4.90,   103.50,     0.00,     2.60
20/10/2002,    19.80,    24.00,    15.90,    83.00,    99.00,    62.80,    98.30,     0.80,     5.20,    67.10,     0.00,     1.60
21/10/2002,    23.30,    29.30,    18.40,    66.20,    99.90,    32.60,   111.30,     1.90,     6.80,   243.70,     0.00,     3.10
22/10/2002,    23.30,    27.90,    20.00,    38.80,    50.70,    27.30,   166.60,     2.50,     5.60,   252.60,     0.00,     4.50
23/10/2002,    21.90,    26.20,    17.20,    40.30,    50.50,    26.10,   149.80,     2.00,     5.90,   264.90,     0.00,     3.70
24/10/2002,    18.20,    23.80,    13.00,    57.50,    79.90,    37.00,   124.60,     1.10,     3.00,   250.60,     0.00,     2.20
25/10/2002,    20.00,    28.20,    13.50,    51.10,    71.90,    26.10,   159.40,     1.10,     3.00,   239.00,     0.00,     2.80
26/10/2002,    21.30,    29.20,    15.90,    55.50,    80.20,    30.30,   163.80,     1.10,     4.30,   180.50,     0.00,     2.80
27/10/2002,    19.90,    31.50,    12.50,    67.20,    99.90,    24.50,   160.80,     0.70,     2.50,   237.30,     0.00,     2.40
28/10/2002,    19.00,    24.50,    14.90,    83.40,    99.90,    56.60,   119.30,     1.00,     4.50,    78.40,     0.00,     1.80
29/10/2002,    17.80,    24.60,    11.70,    82.00,    99.90,    52.50,   154.20,     1.00,     4.00,    87.30,     0.00,     2.00
30/10/2002,    17.50,    23.60,    13.40,    83.60,    99.90,    57.30,   104.30,     0.90,     2.90,   237.50,     0.00,     1.60
31/10/2002,    19.50,    25.60,    14.20,    53.00,    78.10,    30.00,   133.20,     1.30,     4.40,   320.50,     0.00,     2.50
01/11/2002,    18.90,    26.90,    13.70,    51.00,    71.40,    24.10,   149.20,     1.10,     3.20,   241.30,     0.00,     2.50
02/11/2002,    20.10,    27.10,    14.00,    52.80,    75.80,    31.70,   138.80,     1.30,     3.50,   244.40,     0.00,     2.50
03/11/2002,    23.00,    28.10,    19.20,    51.50,    63.10,    39.70,   100.60,     1.30,     3.90,   240.40,     0.00,     2.50
04/11/2002,    20.00,    25.20,    15.10,    63.80,    90.40,    40.10,    98.30,     0.90,     4.10,    55.30,     0.00,     1.80
05/11/2002,    17.20,    23.30,    12.10,    47.90,    77.80,    28.60,   130.30,     1.10,     3.70,   324.10,     0.00,     2.10
06/11/2002,    17.70,    25.90,    10.10,    59.10,    92.10,    30.00,   136.80,     1.20,     3.60,   243.20,     0.00,     2.20
07/11/2002,    18.30,    21.50,    16.10,    32.00,    69.80,    19.50,   119.40,     3.10,     8.00,   317.00,     0.00,     3.80
08/11/2002,    17.70,    23.60,    12.70,    33.50,    48.10,    24.40,    86.80,     1.60,     6.40,   300.30,     0.00,     2.70
09/11/2002,    20.70,    26.10,    14.70,    28.90,    44.00,    14.70,    67.80,     1.60,     6.40,   292.60,     0.00,     3.10
10/11/2002,    22.50,    29.80,    17.50,    31.90,    48.30,    20.50,   130.50,     1.30,     3.90,   236.20,     0.00,     2.90
11/11/2002,    18.10,    25.20,    11.20,None,None,None,   124.20,     1.00,     3.50,   121.60,     0.00,None
12/11/2002,    17.30,    25.10,    11.80,    58.80,    80.10,    34.20,   104.90,     0.70,     2.70,   346.80,     0.00,     1.60
13/11/2002,    18.90,    25.40,    13.40,    53.80,    78.80,    25.00,   127.00,     1.50,     4.80,   221.10,     0.00,     2.50
14/11/2002,    16.10,    18.70,    13.60,    78.00,    96.60,    54.10,    37.80,     1.70,     5.60,   248.30,     5.60,     1.40
15/11/2002,    13.90,    16.20,     9.80,    86.80,    99.90,    69.90,    43.70,     0.50,     3.20,   178.00,     0.40,     0.80
16/11/2002,    13.00,    18.50,     7.70,    75.90,    99.90,    43.10,   105.90,     0.80,     3.50,   125.00,     0.00,     1.20
17/11/2002,    12.60,    17.00,     7.70,    66.70,    86.30,    43.90,    82.10,     0.80,     2.90,   208.00,     0.00,     1.20
18/11/2002,    13.00,    20.50,     6.90,    61.80,    83.40,    32.70,   117.20,     0.70,     4.10,   216.80,     0.00,     1.40
19/11/2002,    13.70,    20.80,     7.40,    72.70,    93.90,    43.20,   120.80,     0.90,     3.90,   252.70,     0.00,     1.40
20/11/2002,    13.80,    18.60,    10.10,    66.20,    99.90,    31.60,   123.80,     1.10,     4.10,   273.10,     3.30,     1.50
21/11/2002,    16.40,    24.30,    10.90,    56.60,    78.50,    26.30,   111.40,     2.20,     8.60,   276.00,     0.00,None
22/11/2002,    15.40,    22.00,    10.80,    53.70,    99.90,    27.50,   120.80,     1.60,     4.30,   226.90,     0.00,     2.00
23/11/2002,    13.30,    17.70,     9.10,None,None,None,    59.10,     0.80,     2.50,   128.60,     2.90,None
24/11/2002,    13.10,    15.90,    11.00,    69.50,    99.90,    19.40,    69.70,     1.50,     5.30,   232.50,     5.50,None
25/11/2002,    12.70,    16.50,     9.50,    53.10,    69.50,    40.10,    98.80,     1.70,     6.50,   299.10,     0.00,     1.80
26/11/2002,    14.10,    20.20,     8.30,None,None,None,   121.50,     1.40,     4.10,   247.00,     0.00,None
27/11/2002,    16.20,    24.00,    10.90,    60.30,    79.50,    38.20,   116.10,     0.80,     3.00,   220.00,     0.00,     1.40
28/11/2002,    16.50,    22.50,    11.50,    69.40,    97.70,    43.00,    58.80,     0.80,     4.70,   236.60,     0.00,     1.20
29/11/2002,    15.30,    21.50,    11.40,    48.40,    65.90,    26.70,   119.50,     1.20,     4.30,   238.70,     0.00,     1.80
30/11/2002,    16.50,    19.50,    13.10,    47.50,    67.30,    30.30,   102.10,     2.30,     6.60,   307.40,     0.00,     2.50
01/12/2002,    16.30,    19.20,    12.50,    52.70,    66.00,    40.30,    53.90,     1.40,     4.50,   242.80,     0.60,     1.70
02/12/2002,    17.10,    22.10,    13.10,    56.10,    74.70,    33.80,   101.50,     1.50,     4.10,   281.90,     0.00,     1.90
03/12/2002,    15.00,    18.30,    12.80,    46.70,    54.50,    34.40,    66.90,     1.60,     4.80,   281.20,     0.00,     2.00
04/12/2002,    16.40,    20.50,    13.60,    44.40,    54.30,    31.30,   114.30,     2.40,     5.20,   292.00,     0.00,     2.80
05/12/2002,    15.00,    17.10,    10.20,None,None,None,    94.90,     3.20,     7.40,   320.80,     0.00,None
06/12/2002,    11.90,    16.00,     8.40,    38.70,    49.70,    31.60,   114.50,     2.30,     6.00,   298.80,     0.00,     2.30
07/12/2002,    13.30,    16.40,    10.80,    48.60,    57.80,    38.70,    71.30,     0.80,     2.80,   245.00,     0.00,     1.20
08/12/2002,    12.90,    17.20,     7.70,    48.40,    74.70,    31.20,    79.10,     0.60,     4.40,   225.60,     0.00,     1.00
09/12/2002,     9.90,    14.90,     4.10,    77.50,    99.90,    53.40,    71.50,     0.50,     2.70,    93.10,     1.20,     0.70
10/12/2002,    12.50,    18.20,     9.40,    86.30,    99.90,    53.20,    98.90,     0.80,     2.70,    96.80,     0.10,     1.00
11/12/2002,    10.80,    15.60,     7.50,    84.10,    99.90,    61.70,    64.80,     0.60,     2.30,   164.10,     0.00,     0.70
12/12/2002,    11.40,    18.60,     6.30,None,None,None,   108.10,     0.70,     2.80,   150.00,     0.00,None
13/12/2002,    10.80,    15.00,     5.90,    86.30,    99.90,    65.50,    59.50,     0.50,     2.80,    85.00,     0.00,     0.70
14/12/2002,    15.20,    21.50,    10.90,    72.90,    99.90,    45.30,    93.80,     0.70,     3.20,   169.10,     0.00,None
15/12/2002,    14.40,    21.80,     9.20,None,None,None,   104.70,     1.20,     3.60,   230.20,     0.00,None
16/12/2002,    11.40,    18.40,     6.50,None,None,None,    98.20,     0.70,     2.20,   120.70,     0.00,None
17/12/2002,    13.70,    18.30,     9.10,    82.50,    99.90,    63.20,    51.80,     0.40,     1.90,   180.40,     0.00,     0.70
18/12/2002,    17.10,    21.10,    14.10,    79.20,    89.90,    62.90,    37.50,     0.40,     2.40,   112.60,     0.00,     0.80
19/12/2002,    15.30,    16.60,    14.70,    98.30,    99.90,    86.20,    13.10,     0.50,     2.80,    60.20,    22.30,     0.60
20/12/2002,    15.50,    19.00,    12.60,None,None,None,    70.30,     0.60,     2.10,   221.40,     0.00,None
21/12/2002,    13.60,    19.90,     9.70,None,None,None,   102.20,     0.70,     2.60,   222.30,     0.20,None
22/12/2002,    13.40,    21.60,     8.70,    86.60,    99.90,    48.10,   105.40,     0.30,     1.60,   210.30,     0.10,     0.80
23/12/2002,    13.00,    19.40,     8.10,    90.00,    99.90,    63.00,    88.70,     0.60,     2.90,   221.20,     0.10,     0.80
24/12/2002,    16.50,    22.10,    11.80,    66.70,    94.00,    42.30,    90.00,     1.30,     4.80,   212.70,     0.00,     1.50
25/12/2002,    16.70,    23.10,    12.80,    71.60,    85.40,    52.80,    88.30,     0.80,     4.00,   180.20,     0.00,     1.20
26/12/2002,    14.70,    22.40,    10.00,    76.20,    98.30,    41.60,    92.30,     0.70,     2.60,   210.70,     0.00,     1.10
27/12/2002,    13.90,    17.70,     9.00,    72.50,    99.90,    46.10,    37.70,     2.70,     7.90,   232.40,     0.20,     1.70
28/12/2002,    14.60,    17.60,     9.40,    43.80,    60.40,    36.80,   111.00,     2.70,     6.80,   294.80,     0.00,     2.30
29/12/2002,    13.10,    20.70,     8.90,None,None,None,   104.80,     1.20,     4.20,   225.20,     0.00,None
30/12/2002,    13.80,    21.80,     8.30,    59.30,    87.50,    27.80,    76.90,     1.10,     4.30,   236.00,     0.00,     1.60
31/12/2002,    14.00,    18.50,     9.40,None,None,None,    71.00,     1.40,     5.10,   270.00,     0.00,None
01/01/2003,    15.20,    20.20,    12.60,    50.80,    78.50,    34.20,    46.60,     1.30,     3.40,   224.10,     0.00,     1.70
02/01/2003,    13.70,    19.10,     8.80,    70.90,    92.00,    42.00,    74.60,     0.90,     2.60,   183.60,     0.00,     1.20
03/01/2003,    16.20,    23.80,    10.20,    64.30,    81.40,    42.00,   104.80,     1.10,     4.30,   180.00,     0.00,     1.60
04/01/2003,    15.40,    20.60,    11.00,    57.30,    76.70,    33.20,    89.50,     1.10,     4.60,   247.80,     0.00,     1.50
05/01/2003,    13.30,    19.30,     8.40,    68.90,    93.80,    44.00,    76.80,     1.10,     6.10,   242.40,     0.00,     1.30
06/01/2003,    13.20,    16.80,     8.50,    45.10,    67.80,    25.90,   110.80,     2.70,     8.50,   290.50,     0.00,     2.50
07/01/2003,    13.20,    19.10,     7.00,    46.90,    67.20,    28.70,   113.20,     1.80,     5.00,   239.60,     0.30,     2.10
08/01/2003,    14.10,    18.60,    10.20,    49.00,    64.70,    31.30,    98.50,     2.40,     6.10,   276.70,     0.00,     2.50
09/01/2003,    10.90,    15.90,     5.30,    47.40,    72.60,    28.40,    78.10,     2.00,     5.40,   226.80,     0.10,None
10/01/2003,     7.70,     8.80,     6.60,    85.00,    99.90,    56.50,    12.40,     1.40,     4.80,   307.50,    33.20,     0.80
11/01/2003,     6.60,     9.50,     4.60,    51.40,    63.00,    39.70,   123.00,     1.90,     5.00,   267.10,     0.00,     1.50
12/01/2003,     6.10,     8.00,     2.80,None,None,None,    22.40,     0.70,     2.70,   230.10,     0.50,None
13/01/2003,     7.80,    13.70,     3.50,None,None,None,   119.90,     0.70,     2.30,   188.80,     0.00,None
14/01/2003,     5.60,    12.20,     0.70,None,None,None,   118.70,     0.60,     2.10,   106.30,     0.00,None
15/01/2003,     6.50,    13.20,     1.30,    82.20,    99.90,    49.50,    86.00,     0.40,     1.50,    97.20,     0.00,     0.70
16/01/2003,     8.70,    13.70,     3.80,    66.30,    93.60,    40.10,   111.40,     0.70,     2.30,   211.80,     0.00,     0.90
17/01/2003,    10.00,    15.90,     6.30,None,None,None,   124.60,     1.10,     3.00,   231.50,     0.00,None
18/01/2003,    11.50,    18.00,     7.10,    47.70,    73.10,    31.40,   104.30,     1.20,     3.00,   225.50,     0.00,     1.60
19/01/2003,    10.90,    17.00,     5.90,    58.60,    78.50,    38.40,   114.10,     1.80,     7.60,   278.50,     0.00,     1.80
20/01/2003,    11.50,    18.00,     5.30,    59.10,    77.40,    35.30,   117.70,     0.80,     3.00,   177.70,     0.00,     1.30
21/01/2003,    15.90,    19.70,    11.70,    49.60,    74.10,    32.50,   115.50,     2.60,    10.10,   260.20,     0.00,     2.70
22/01/2003,    13.70,    19.60,     7.00,None,None,None,   113.70,     1.60,     6.40,   258.50,     0.00,None
23/01/2003,    13.90,    17.20,    11.10,None,None,None,   134.90,     2.30,     5.60,   322.10,     0.00,None
24/01/2003,    10.80,    16.90,     4.80,None,None,None,   138.80,     1.30,     3.20,   252.30,     0.00,None
25/01/2003,    11.00,    19.00,     5.30,None,None,None,   141.30,     1.40,     3.70,   246.60,     0.00,None
26/01/2003,    14.30,    18.40,    10.90,None,None,None,   124.50,     1.90,     4.90,   265.40,     0.00,None
27/01/2003,    15.00,    21.40,    10.60,None,None,None,   111.60,     1.40,     4.00,   237.30,     0.00,None
28/01/2003,    17.80,    24.70,    14.20,    46.50,    70.80,    25.00,   137.80,     1.30,     3.40,   232.50,     0.00,None
29/01/2003,    13.50,    17.10,    10.00,None,None,None,   144.80,     2.90,     7.90,   311.90,     0.00,None
30/01/2003,    10.60,    13.60,     7.60,None,None,None,   123.90,     3.50,     8.40,   296.80,     0.00,None
31/01/2003,     8.40,    12.00,     5.70,None,None,None,   147.00,     4.80,    11.80,   316.80,     1.00,None
01/02/2003,     7.40,    13.20,     2.30,None,None,None,   149.90,     1.90,     5.30,   305.40,     0.00,None
02/02/2003,    12.40,    21.10,     7.40,None,None,None,   146.30,     1.30,     3.40,   211.10,     0.00,None
03/02/2003,    13.60,    20.00,     8.70,None,None,None,   147.40,     1.50,     3.60,   244.50,     0.00,None
04/02/2003,    15.50,    21.70,     8.90,None,None,None,   123.30,     2.50,     6.80,   257.60,     0.00,None
05/02/2003,    14.00,    18.20,     9.90,None,None,None,   157.60,     1.80,     5.10,   310.20,     0.00,None
06/02/2003,    13.00,    17.90,     8.50,None,None,None,   143.90,     1.30,     5.70,   159.90,     0.00,None
07/02/2003,    11.50,    13.60,    10.00,    76.80,    85.80,    64.10,    30.10,     0.50,     3.20,   107.50,     0.00,     0.80
08/02/2003,    11.30,    14.50,     7.80,    74.60,    91.20,    47.50,    80.00,     1.20,     5.30,    78.30,     0.20,     1.40
09/02/2003,    12.30,    19.50,     6.70,    60.30,    87.60,    29.80,   158.50,     1.70,     5.10,   255.50,     0.00,     2.40
